LFQ intensity 401#1,LFQ intensity 401#2,LFQ intensity 401#3,LFQ intensity 401#4,LFQ intensity WT#1,LFQ intensity WT#2,LFQ intensity WT#3,LFQ intensity WT#4,C: Only identified by site,C: Reverse,C: Potential contaminant,C: Student's T-test Significant MT_WT,C: Student's T-test significant,N: Peptides,N: Razor + unique peptides,N: Unique peptides,N: Sequence coverage [%],N: Unique + razor sequence coverage [%],N: Unique sequence coverage [%],N: Mol. weight [kDa],N: Q-value,N: Score,N: Intensity,N: MS/MS count,N: -Log Student's T-test p-value MT_WT,N: Student's T-test q-value MT_WT,N: Student's T-test Difference MT_WT,N: Student's T-test Test statistic MT_WT,T: Protein IDs,T: Majority protein IDs,T: id,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Keywords
34.5004,34.2725,34.2413,34.2586,34.3569,34.2942,33.8983,34.2837,,,,,,66,66,66,70.7,70.7,70.7,95.63,0,323.31,1.71E+11,860,0.399131,0.609889,0.109964,0.473549,A6TCV9,A6TCV9,1043,SYA_KLEP7,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),alaS KPN78578_29690 KPN_03029,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),875,alanyl-tRNA aminoacylation [GO:0006419],cytoplasm [GO:0005737],alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Protein biosynthesis;RNA-binding;tRNA-binding;Zinc
33.3852,33.4337,33.2328,33.1682,33.1596,32.9878,33.1655,33.0183,,,,,,21,21,21,67,67,67,37.923,0,309.51,81573000000,348,1.5356,0.20511,0.222158,1.17534,A6TCW1,A6TCW1,1044,RECA_KLEP7,Protein RecA (Recombinase A),recA KPN78578_29710 KPN_03031,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),352,DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697],ATP-binding;Cytoplasm;DNA damage;DNA recombination;DNA repair;DNA-binding;Nucleotide-binding;SOS response
28.2396,29.1173,29.228,28.889,28.7587,28.8174,28.4562,28.8161,,,,,,4,4,4,34.5,34.5,34.5,17.395,0,38.656,3992200000,37,0.271924,0.627558,0.156364,0.448604,A6TCW2,A6TCW2,1045,A6TCW2_KLEP7,Competence damage-inducible protein A,ygaD KPN_03032,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),165,,,,
29.7577,30.0366,30.2541,30.3793,30.2333,30.3261,30.1388,30.2783,,,,,,11,11,11,61.4,61.4,61.4,36.429,0,113.31,10127000000,89,0.430639,0.562095,-0.137253,-0.542354,A6TCW6,A6TCW6,1046,A6TCW6_KLEP7,Membrane-bound lytic murein transglycosylase B,mltB KPN_03036,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),329,,,,
30.1613,29.975,29.902,29.9591,29.8219,29.5693,29.8149,29.7973,,,,,,18,18,18,67.9,67.9,67.9,34.49,0,91.835,8205400000,74,1.62083,0.165722,0.248492,1.28173,A6TCX3,A6TCX3,1047,A6TCX3_KLEP7,Arabinose 5-phosphate isomerase (API) (EC 5.3.1.13),gutQ KPN_03043,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),321,lipopolysaccharide biosynthetic process [GO:0009103],,arabinose-5-phosphate isomerase activity [GO:0019146]; carbohydrate derivative binding [GO:0097367]; metal ion binding [GO:0046872],CBS domain;Isomerase;Lipopolysaccharide biosynthesis;Metal-binding;Zinc
30.2781,30.9112,29.9845,30.327,30.1962,29.0425,29.7136,29.3102,,,,,,8,8,8,26.9,26.9,26.9,19.153,0,27.334,9514700000,43,1.36122,0.0721197,0.809574,1.88861,A6TCX9,A6TCX9,1048,A6TCX9_KLEP7,"Electron transport protein (Formate to hydrogen), Fe-S center",hydN KPN_03049,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),175,,,iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872],Iron;Iron-sulfur;Metal-binding
NaN,26.7505,27.1511,27.9952,27.1884,27.5082,27.6054,27.5295,,,,,,4,4,4,16.3,16.3,16.3,36.996,0,6.0576,1369000000,19,0.189625,0.693401,-0.158952,-0.36387,A6TCY0,A6TCY0,1049,A6TCY0_KLEP7,AscBF operon repressor,ascG KPN_03050,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),337,regulation of DNA-templated transcription [GO:0006355],,DNA binding [GO:0003677],DNA-binding;Transcription;Transcription regulation
27.4543,27.9961,NaN,28.2133,27.8709,27.9578,28.3736,27.9342,,,,,,2,2,2,19.3,19.3,19.3,15.81,0,10.923,1825100000,17,0.254115,0.650513,-0.146213,-0.425534,A6TCY4,A6TCY4,1050,A6TCY4_KLEP7,Protease,hycI KPN_03054,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),145,proteolysis [GO:0006508],,enzyme activator activity [GO:0008047]; peptidase activity [GO:0008233],Hydrolase;Protease
27.0977,27.9904,27.4487,27.3299,28.6759,28.0458,28.2124,27.8433,,,,,,2,2,2,18.4,18.4,18.4,15.181,0,36.843,2010600000,13,1.50994,0.0653081,-0.727715,-1.96458,A6TCY5,A6TCY5,1051,A6TCY5_KLEP7,Processing of HycE (Part of the FHL complex),hycH KPN_03055,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),136,,,,
30.5147,30.7849,30.487,30.5634,31.1411,31.202,31.2019,31.0214,,,,+,MT_WT,9,9,9,44.3,44.3,44.3,28.164,0,85.133,16138000000,87,3.35014,0.0168193,-0.554092,-2.90049,A6TCY6,A6TCY6,1052,A6TCY6_KLEP7,NADH:ubiquinone oxidoreductase-like 20kDa subunit domain-containing protein,hycG KPN_03056,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),255,,,"4 iron, 4 sulfur cluster binding [GO:0051539]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]",Iron;Iron-sulfur;Metal-binding
28.3123,27.86,28.3266,27.7083,28.5721,28.3976,28.6235,28.6734,,,,,,3,3,3,20.6,20.6,20.6,20.521,0,7.7512,2740400000,18,1.64898,0.0729255,-0.514852,-1.8403,A6TCY7,A6TCY7,1053,A6TCY7_KLEP7,Hydrogenase 4 Fe-S subunit,hycF KPN_03057,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),180,,membrane [GO:0016020],"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]",4Fe-4S;Iron;Iron-sulfur;Metal-binding;Repeat
31.7681,31.9045,31.6316,31.5759,32.6797,32.6728,32.1539,32.4431,,,,+,MT_WT,29,29,29,54.1,54.1,54.1,64.969,0,227.86,39286000000,290,2.74644,0.0152208,-0.767306,-3.00557,A6TCY8,A6TCY8,1054,A6TCY8_KLEP7,"Hydrogenase 3, large subunit (Part of FHL complex)",hycE KPN_03058,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),569,respiratory electron transport chain [GO:0022904],,NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; nickel cation binding [GO:0016151]; quinone binding [GO:0048038],Iron;Magnesium;Metal-binding;Nickel
27.2312,25.7244,NaN,26.1439,28.3791,27.9954,28.3586,28.2255,,,,+,MT_WT,3,3,3,4.6,4.6,4.6,32.972,0,11.762,1510500000,10,2.31288,0.0115833,-1.87314,-3.73886,A6TCY9,A6TCY9,1055,A6TCY9_KLEP7,"Hydrogenase 3, membrane subunit (Part of FHL complex)",hycD KPN_03059,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),307,,membrane [GO:0016020],,Membrane;Transmembrane;Transmembrane helix
26.3728,27.0403,26.9722,27.1252,28.565,28.9986,26.3115,28.3582,,,,,,4,4,4,6.7,6.7,6.7,63.985,0,3.2471,1939900000,13,0.973977,0.0996035,-1.18065,-1.61179,A6TCZ0,A6TCZ0,1056,A6TCZ0_KLEP7,NADH dehydrogenase subunit N,hycC KPN_03060,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),608,ATP synthesis coupled electron transport [GO:0042773],membrane [GO:0016020],NADH dehydrogenase (ubiquinone) activity [GO:0008137],Membrane;Transmembrane;Transmembrane helix
NaN,28.317,28.0509,28.4959,29.5295,28.8756,28.8771,28.6628,,,,,,2,2,2,13.6,13.6,13.6,18.285,0,13.564,3210400000,27,1.43254,0.0724746,-0.698333,-1.94853,A6TCZ1,A6TCZ1,1057,A6TCZ1_KLEP7,"Hydrogenase-3, Fe-S subunit (Part of FHL complex)",hycB KPN_03061,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),169,,,iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872],Iron;Iron-sulfur;Metal-binding
29.9762,30.4307,29.9361,29.7247,30.7319,30.5793,30.106,30.521,,,,,,7,7,7,51,51,51,17.115,0,31.714,10775000000,80,1.2372,0.117519,-0.467634,-1.50354,A6TCZ2,A6TCZ2,1058,A6TCZ2_KLEP7,HycE regulatory protein,hycA KPN_03062,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),149,,,,
27.0271,27.9844,27.6629,27.7153,28.8214,28.3552,28.4735,28.3484,,,,+,MT_WT,2,2,2,21.1,21.1,21.1,12.924,0,37.712,2377800000,19,2.09943,0.0296,-0.902239,-2.63621,A6TCZ3,A6TCZ3,1059,HYPA_KLEP7,Hydrogenase maturation factor HypA,hypA KPN78578_30030 KPN_03063,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),114,protein maturation [GO:0051604]; protein modification process [GO:0036211],,nickel cation binding [GO:0016151]; zinc ion binding [GO:0008270],Metal-binding;Nickel;Zinc
31.2002,30.8885,30.6518,30.568,31.9778,31.3964,30.7396,31.5055,,,,,,10,10,10,47.9,47.9,47.9,31.552,0,174.48,19862000000,111,1.02199,0.133033,-0.577701,-1.43382,A6TCZ4,A6TCZ4,1060,A6TCZ4_KLEP7,Guanine-nucleotide binding protein,hypB KPN_03064,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),290,protein maturation [GO:0051604],,GTPase activity [GO:0003924]; nickel cation binding [GO:0016151],
27.7475,28.1573,28.2799,27.7371,28.6864,27.5757,28.6393,27.8561,,,,,,6,6,6,23.1,23.1,23.1,41.334,0,47.3,2373900000,21,0.276892,0.597903,-0.208936,-0.493281,A6TCZ6,A6TCZ6,1061,A6TCZ6_KLEP7,Hydrogenase maturation factor,hypD KPN_03066,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),373,,,metal ion binding [GO:0046872],Iron;Metal-binding
28.3528,29.0713,29.3019,29.1218,28.7425,29.8031,30.4508,30.1383,,,,,,7,7,7,26.8,26.8,26.8,34.834,0,65.097,6207300000,50,0.99096,0.113055,-0.821739,-1.52945,A6TCZ7,A6TCZ7,1062,A6TCZ7_KLEP7,Hydrogenase expression/formation protein HypE,hypE KPN_03067,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),336,,,,
27.3961,28.2874,27.9214,28.4375,28.1753,28.8155,28.4462,28.5838,,,,,,4,4,4,10.5,10.5,10.5,77.65,0,42.185,2743900000,20,0.942921,0.16132,-0.494593,-1.30609,A6TCZ8,A6TCZ8,1063,A6TCZ8_KLEP7,Formate hydrogen-lyase transcriptional activator,fhlA KPN_03068,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),685,regulation of DNA-templated transcription [GO:0006355],,ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565],ATP-binding;Coiled coil;DNA-binding;Nucleotide-binding;Transcription;Transcription regulation
27.205,27.9588,27.8784,27.6473,27.3657,28.025,28.1598,28.0769,,,,,,3,3,3,11.8,11.8,11.8,53.434,0,31.924,1945700000,7,0.417365,0.480017,-0.23447,-0.651348,A6TCZ9,A6TCZ9,1064,A6TCZ9_KLEP7,Phospho-beta-glucosidase B cryptic,KPN_03069,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),466,carbohydrate metabolic process [GO:0005975],,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",Glycosidase;Hydrolase
31.1646,30.954,30.8896,30.7683,30.776,30.7716,30.8008,30.6687,,,,,,27,27,27,37.9,37.9,37.9,95.081,0,151.29,16037000000,128,1.12949,0.2959,0.189858,0.953803,A6TD24,A6TD24,1066,MUTS_KLEP7,DNA mismatch repair protein MutS,mutS KPN78578_30340 KPN_03094,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),853,mismatch repair [GO:0006298],,ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; mismatched DNA binding [GO:0030983],ATP-binding;DNA damage;DNA repair;DNA-binding;Nucleotide-binding
26.644,26.9001,26.3401,26.8919,26.5232,26.2558,25.9733,26.2708,,,,,,3,3,3,20.7,20.7,20.7,15.653,0,11.256,789560000,13,1.34817,0.110527,0.438259,1.54031,A6TD29,A6TD29,1067,A6TD29_KLEP7,Transcriptional regulator,KPN_03099,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),135,,,DNA-binding transcription factor activity [GO:0003700],
31.3962,30.7452,31.1054,30.7472,31.6962,31.7361,30.7829,31.5387,,,,,,13,13,13,56.3,56.3,56.3,39.358,0,165.13,21398000000,134,0.802364,0.213604,-0.440009,-1.14675,A6TD34,A6TD34,1069,A6TD34_KLEP7,Lipoprotein,nlpD KPN_03104,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),378,,,,Lipoprotein;Signal
26.5942,25.905,25.4237,25.1489,25.3058,25.365,26.0794,25.44,,,,,,2,2,2,10.6,10.6,10.6,23.406,0,8.8347,451630000,6,0.246447,0.617258,0.220402,0.463971,A6TD35,A6TD35,1070,PIMT_KLEP7,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT),pcm KPN78578_30450 KPN_03105,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),208,methylation [GO:0032259]; protein modification process [GO:0036211]; protein repair [GO:0030091],cytoplasm [GO:0005737],protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719],Cytoplasm;Methyltransferase;S-adenosyl-L-methionine;Transferase
29.4212,29.5188,29.198,29.3572,28.9674,29.0081,29.4844,28.8633,,,,,,12,12,12,47.3,47.3,47.3,39.102,0,49.291,5141300000,41,0.979124,0.228472,0.292984,1.10721,A6TD37,A6TD37,1071,TRUD_KLEP7,tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D),truD KPN78578_30470 KPN_03107,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),349,tRNA pseudouridine synthesis [GO:0031119],,RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029],Isomerase;tRNA processing
29.6211,29.1525,29.3407,29.5694,29.6008,29.1294,29.0916,29.1463,,,,,,6,6,6,56,56,56,16.954,0,20.613,5610600000,41,0.507295,0.476632,0.178912,0.655793,A6TD38,A6TD38,1072,ISPF_KLEP7,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)",ispF KPN78578_30480 KPN_03108,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),159,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]; metal ion binding [GO:0046872]",Isoprene biosynthesis;Lyase;Metal-binding
28.5193,27.4242,27.5272,27.662,28.1533,27.5701,27.7948,27.5446,,,,,,4,4,4,26.7,26.7,26.7,25.658,0,28.864,1975700000,7,0.02075,0.9602,0.0175118,0.0439767,A6TD39,A6TD39,1073,ISPD_KLEP7,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT),ispD KPN78578_30490 KPN_03109,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),236,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518],Isoprene biosynthesis;Nucleotidyltransferase;Transferase
25.7087,25.6659,25.5518,25.4669,25.5153,25.246,25.3359,25.5722,,,,,,2,2,2,21,21,21,11.951,0,29.568,395840000,11,0.990482,0.331964,0.18096,0.882778,A6TD40,A6TD40,1074,FTSB_KLEP7,Cell division protein FtsB,ftsB KPN78578_30500 KPN_03110,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),105,FtsZ-dependent cytokinesis [GO:0043093],cell division site [GO:0032153]; plasma membrane [GO:0005886],,Cell cycle;Cell division;Cell inner membrane;Cell membrane;Coiled coil;Membrane;Transmembrane;Transmembrane helix
28.2908,28.8487,27.7089,27.8201,29.0285,27.9315,28.6677,28.3445,,,,,,4,4,4,29.9,29.9,29.9,22.504,0,25.233,2861600000,14,0.412361,0.443839,-0.325898,-0.707724,A6TD42,A6TD42,1075,CYSC_KLEP7,Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase),cysC KPN78578_30520 KPN_03112,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),201,hydrogen sulfide biosynthetic process [GO:0070814]; phosphorylation [GO:0016310]; sulfate assimilation [GO:0000103],,adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524],ATP-binding;Kinase;Nucleotide-binding;Phosphoprotein;Transferase
32.2114,32.5196,32.1147,32.0847,32.3406,32.3188,32.3332,32.2541,,,,,,21,21,21,46.3,46.3,46.3,52.491,0,201.49,42723000000,233,0.332531,0.680297,-0.0790625,-0.372134,A6TD43,A6TD43,1076,A6TD43_KLEP7,Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT),cysN KPN_03113,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),475,hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103],,ATP binding [GO:0005524]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; sulfate adenylyltransferase (ATP) activity [GO:0004781],ATP-binding;GTP-binding;Nucleotide-binding;Nucleotidyltransferase;Transferase
31.2996,31.6619,31.7043,31.484,32.1642,31.9959,31.9722,31.8158,,,,,,16,16,16,54,54,54,35.214,0,98.825,30138000000,153,2.07189,0.0642308,-0.449589,-1.97257,A6TD44,A6TD44,1077,CYSD_KLEP7,Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT),cysD KPN78578_30540 KPN_03114,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),302,hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]; sulfate reduction [GO:0019419],,ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781],ATP-binding;Nucleotide-binding;Nucleotidyltransferase;Transferase
27.1429,26.7369,27.0183,NaN,27.4771,26.6818,NaN,26.9113,,,,,,8,6,6,19.7,17.4,17.4,50.986,0,22.248,1005500000,7,0.076091,0.879425,-0.0573578,-0.152471,A6TD45,A6TD45,1078,CYSG1_KLEP7,Siroheme synthase 1 [Includes: Uroporphyrinogen-III C-methyltransferase 1 (Urogen III methylase 1) (EC 2.1.1.107) (SUMT 1) (Uroporphyrinogen III methylase 1) (UROM 1); Precorrin-2 dehydrogenase 1 (EC 1.3.1.76); Sirohydrochlorin ferrochelatase 1 (EC 4.99.1.4)],cysG1 KPN78578_30550 KPN_03115,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),471,cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]; siroheme biosynthetic process [GO:0019354],,NAD binding [GO:0051287]; precorrin-2 dehydrogenase activity [GO:0043115]; sirohydrochlorin ferrochelatase activity [GO:0051266]; uroporphyrin-III C-methyltransferase activity [GO:0004851],Cobalamin biosynthesis;Lyase;Methyltransferase;Multifunctional enzyme;NAD;Oxidoreductase;Phosphoprotein;Porphyrin biosynthesis;S-adenosyl-L-methionine;Transferase
32.6898,33.0441,32.6468,32.575,33.2106,32.9733,32.9081,32.9527,,,,,,23,23,23,61.1,61.1,61.1,27.814,0,212.63,64553000000,301,1.1456,0.211863,-0.27222,-1.15516,A6TD47,A6TD47,1079,CYSH_KLEP7,"Phosphoadenosine 5'-phosphosulfate reductase (PAPS reductase) (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)",cysH KPN78578_30570 KPN_03117,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),244,"hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]",cytoplasm [GO:0005737],phosphoadenylyl-sulfate reductase (thioredoxin) activity [GO:0004604],Cytoplasm;Oxidoreductase
33.3461,33.4933,33.392,33.4805,31.9615,31.5416,31.7316,31.556,,,,+,MT_WT,36,36,36,63,63,63,64.048,0,323.31,65057000000,358,5.5175,0,1.73029,8.03778,A6TD48,A6TD48,1080,CYSI_KLEP7,Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2),cysI KPN78578_30580 KPN_03118,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),570,cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103],sulfite reductase complex (NADPH) [GO:0009337],"4 iron, 4 sulfur cluster binding [GO:0051539]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; sulfite reductase (NADPH) activity [GO:0004783]",4Fe-4S;Amino-acid biosynthesis;Cysteine biosynthesis;Heme;Iron;Iron-sulfur;Metal-binding;NADP;Oxidoreductase
33.1134,32.9491,33.0161,33.0199,33.7588,33.6563,33.4458,33.7486,,,,+,MT_WT,30,30,30,56.1,56.1,56.1,66.019,0,323.31,91607000000,470,3.64239,0.0109333,-0.627713,-3.28332,A6TD49;REV__A6T632,A6TD49,1081,CYSJ_KLEP7,Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2),cysJ KPN78578_30590 KPN_03119,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),599,cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103],,flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; sulfite reductase (NADPH) activity [GO:0004783],Amino-acid biosynthesis;Cysteine biosynthesis;Electron transport;FAD;Flavoprotein;FMN;NADP;Oxidoreductase;Transport
28.375,28.2988,28.2768,28.3347,27.9302,28.0739,28.6796,27.8046,,,,,,5,5,5,48.8,48.8,48.8,13.86,0,10.274,2612900000,28,0.460459,0.479577,0.199218,0.650824,A6TD50,A6TD50,1082,A6TD50_KLEP7,"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.-.-.-)",ygcM KPN_03120,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),121,queuosine biosynthetic process [GO:0008616],,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity [GO:0070497]; metal ion binding [GO:0046872]",Lyase;Metal-binding;Queuosine biosynthesis;Zinc
26.6292,27.8769,28.0958,28.3277,29.1593,29.3879,28.1621,29.6351,,,,+,MT_WT,8,8,8,42.2,42.2,42.2,25.229,0,27.752,3446400000,25,1.4594,0.0462012,-1.35369,-2.22246,A6TD51,A6TD51,1083,A6TD51_KLEP7,7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE),ygcF queE KPN_03121,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),225,queuosine biosynthetic process [GO:0008616],,"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-nitrogen lyase activity [GO:0016840]; magnesium ion binding [GO:0000287]; S-adenosyl-L-methionine binding [GO:1904047]",4Fe-4S;Iron;Iron-sulfur;Lyase;Magnesium;Metal-binding;Queuosine biosynthesis;S-adenosyl-L-methionine
38.102,38.3006,38.1699,38.212,37.9919,38.0928,38.6638,38.008,,,,,,40,40,40,91.7,91.7,91.7,45.549,0,323.31,2.63E+12,3471,0.0142608,0.974741,0.00696945,0.0252341,A6TD53,A6TD53,1084,ENO_KLEP7,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),eno KPN78578_30630 KPN_03123,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),432,glycolytic process [GO:0006096],cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015],magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634],Cytoplasm;Glycolysis;Lyase;Magnesium;Metal-binding;Secreted
33.6681,33.4874,33.6586,33.5275,33.4549,33.337,33.4446,33.3611,,,,,,31,31,31,60.4,60.4,60.4,60.162,0,281.1,1.01E+11,409,1.84579,0.22285,0.186017,1.12329,A6TD54,A6TD54,1085,PYRG_KLEP7,CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase),pyrG KPN78578_30640 KPN_03124,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),545,'de novo' CTP biosynthetic process [GO:0044210]; glutamine metabolic process [GO:0006541],,ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872],ATP-binding;Glutamine amidotransferase;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis
